ADR_EGAID,STR_ESID,BDG_EGID,STN_LABEL,ADR_NUMBER,ZIP_LABEL,COM_FOSNR,COM_CANTON,ADR_STATUS,ADR_OFFICIAL,ADR_MODIFIED,ADR_EASTING,ADR_NORTHING
102003890,10031873,497123,Bergstrasse,14,9037 Speicherschwendi,3023,AR,real,True,23.07.2024,2750751,1254461
102003892,10067871,497486,Kalabinth,56,9042 Speicher,3023,AR,real,True,23.07.2024,2751305,1253648
102003893,10067869,497541,Herbrig,4,9042 Speicher,3023,AR,real,True,23.07.2024,2751476,1253022
102003894,10031892,497675,Ober Bendlehn,9,9042 Speicher,3023,AR,real,True,23.07.2024,2751830,1252616
102003895,10188185,497689,Unter Bendlehn,51,9042 Speicher,3023,AR,real,True,23.07.2024,2752057,1252757
102003896,10031894,497770,Röhrenbrugg,8,9042 Speicher,3023,AR,real,True,23.07.2024,2751307,1253183
102003897,10031885,497847,Hauptstrasse,7,9042 Speicher,3023,AR,real,True,23.07.2024,2751384,1252840
102003898,10067874,497959,Trogenerstrasse,38,9042 Speicher,3023,AR,real,True,23.07.2024,2752131,1252197
102003899,10031873,3145332,Bergstrasse,17,9037 Speicherschwendi,3023,AR,real,True,23.07.2024,2750819,1254501
102003900,10030178,2006379,Battenhusstrasse,16,9062 Lustmühle,3024,AR,real,True,23.07.2024,2744740,1251519
102003902,10182722,494122,Dorf,8,9063 Stein AR,3005,AR,real,True,23.07.2024,2743846,1248879
102003904,10029628,503781,Dorf,54,9427 Wolfhalden,3038,AR,real,True,23.07.2024,2759350,1258079
102003907,10182723,494397,Grunholz,90,9063 Stein AR,3005,AR,real,True,23.07.2024,2744448,1248813
102003910,10031304,493301,Hundwilerhöhe,238,9064 Hundwil,3002,AR,real,True,23.07.2024,2743123,1245046
102003911,10089880,501825,Sägholzstrasse,28,9038 Rehetobel,3034,AR,real,True,23.07.2024,2754314,1254666
102003916,10033036,490004,Oberdorfstrasse,6,9100 Herisau,3001,AR,real,True,23.07.2024,2738968,1249910
102003917,10091418,491934,Degersheimerstrasse,90,9100 Herisau,3001,AR,real,True,23.07.2024,2737391,1250491
102003918,10046641,190534069,Rietwisstrasse,25,9100 Herisau,3001,AR,real,True,23.07.2024,2737699,1251413
102003919,10046641,492445,Rietwisstrasse,40,9100 Herisau,3001,AR,real,True,23.07.2024,2737664,1251392
102003920,10067848,496256,Hinterdorf,3,9056 Gais,3022,AR,real,True,23.07.2024,2752342,1247757
102003921,10031983,496634,Gäbrisstrasse,41,9056 Gais,3022,AR,real,True,23.07.2024,2753138,1248136
102003922,10131484,495045,Bindliweg,4,9107 Urnäsch,3006,AR,real,True,23.07.2024,2738527,1241286
102003933,10067399,493493,Bäregg,150,9105 Schönengrund,3003,AR,real,True,23.07.2024,2735380,1243164
102003934,10032145,495318,Hochfläschen,1200,9107 Urnäsch,3006,AR,real,True,23.07.2024,2738955,1237146
102003935,10030699,496405,Lochmühlestrasse,7,9056 Gais,3022,AR,real,True,23.07.2024,2751448,1247417
102003936,10122087,497813,Reutenenstrasse,12,9042 Speicher,3023,AR,real,True,23.07.2024,2751282,1252748
102003937,10182109,499754,Gschät,1,9043 Trogen,3025,AR,real,True,23.07.2024,2754136,1250661
102003938,10031649,499941,Rüti,181,9035 Grub AR,3031,AR,real,True,23.07.2024,2753465,1255944
102003939,10118169,501802,Holderenstrasse,29,9038 Rehetobel,3034,AR,real,True,23.07.2024,2754019,1254743
102003942,10188180,496302,Oberhaus,371,9056 Gais,3022,AR,real,True,23.07.2024,2752897,1247493
102003944,10128734,494609,Herisauerstrasse,54,9107 Urnäsch,3006,AR,real,True,23.07.2024,2740141,1243202
102003945,10030707,496458,Riesern,11,9056 Gais,3022,AR,real,True,23.07.2024,2751949,1247687
102003946,10030482,499837,Bleichi,19,9043 Trogen,3025,AR,real,True,23.07.2024,2753734,1252840
102003950,10131487,494654,Gerenstrasse,14,9107 Urnäsch,3006,AR,real,True,23.07.2024,2738980,1241750
102003951,10131487,494652,Gerenstrasse,8,9107 Urnäsch,3006,AR,real,True,23.07.2024,2738953,1241712
102003953,10117921,494915,Schlipfli,890,9107 Urnäsch,3006,AR,real,True,23.07.2024,2739940,1243558
102003957,10185294,503935,Hinterergeten,117,9427 Wolfhalden,3038,AR,real,True,23.07.2024,2758582,1257153
102003964,10223100,2001932,Befang,886,9107 Urnäsch,3002,AR,real,True,23.07.2024,2740367,1243794
102003965,10121928,493110,Gass,129,9064 Hundwil,3002,AR,real,True,23.07.2024,2741664,1246760
102003966,10032115,494073,Weitenau,695,9063 Stein AR,3005,AR,real,True,23.07.2024,2742892,1251389
102003967,10182733,495269,Halde,697,9107 Urnäsch,3006,AR,real,True,23.07.2024,2736480,1241773
102003970,10031649,499950,Rüti,170,9035 Grub AR,3031,AR,real,True,23.07.2024,2753770,1256045
102003971,10091482,495233,Schottendürren,1104,9107 Urnäsch,3006,AR,real,True,23.07.2024,2740833,1239938
